latitude,longitude,bright_ti4,acq_date,,,
-13.06488,132.90948,307.3,2,,,
-13.06531,132.91306,316.2,2,,,
-13.06573,132.91656,297.9,2,,,
-12.8181,132.89558,367,2,,,
-12.81768,132.89204,306.4,2,,,
-12.8185,132.89894,313.7,2,,,
-12.82389,132.89812,350.4,2,,,
-12.82429,132.90141,325.8,2,,,
-12.8235,132.89484,310.4,2,,,
-12.83562,132.90436,304.6,2,,,
-12.96363,132.94612,302.2,2,,,
-12.98333,132.97188,300.4,2,,,
-12.99466,132.97418,301.4,2,,,
-13.06858,132.89459,348.6,2,,,
-13.06901,132.89818,347.3,2,,,
-13.06945,132.90179,354.5,2,,,
-13.06988,132.90533,338.3,2,,,
-13.07031,132.90884,333.3,2,,,
-13.07074,132.91237,308.3,2,,,
-13.01602,132.96815,306.6,2,,,
-13.0165,132.97195,311.2,2,,,
-13.01141,132.97006,300.9,2,,,
-13.01392,132.94435,303.3,2,,,
-13.01684,132.96928,310.4,2,,,
-13.03282,132.96429,305,2,,,
-13.03634,132.94736,301,2,,,
-13.03716,132.95427,310.9,2,,,
-13.12056,132.91411,299.7,2,,,
-13.12554,132.90981,307.8,2,,,
-13.126,132.91353,316.5,2,,,
-13.1273,132.91034,309.7,2,,,
-13.12774,132.91408,308.5,2,,,
-12.87203,132.93256,302.2,2,,,
-12.87789,132.93547,307.8,2,,,
-12.88288,132.93127,297.8,2,,,
-12.88744,132.92358,304.2,2,,,
-12.74105,132.47171,300.7,2,,,
-12.74547,132.46452,295.8,2,,,
-12.74588,132.46777,298.6,2,,,
-12.7451,132.4666,302.9,2,,,
-13.06354,132.89841,317.6,2,,,
-11.38581,130.7494,304,2,,,
-11.38643,130.75407,309.8,2,,,
-11.38705,130.75874,307.6,2,,,
-11.38767,130.76343,304.4,2,,,
-11.38124,130.75012,312,2,,,
-12.69686,133.91269,297.8,2,,,
-12.71415,133.91058,295.8,2,,,
-12.71943,133.90591,296.5,2,,,
-12.73043,133.89868,302.6,2,,,
-12.76295,133.73155,303.1,2,,,
-12.76819,133.72705,303.1,2,,,
-12.76866,133.73099,299,2,,,
-12.77345,133.72275,304.9,2,,,
-12.77392,133.72658,300.6,2,,,
-12.74113,133.69437,302.9,2,,,
-12.75347,133.7009,302.7,2,,,
-12.75395,133.70496,306.1,2,,,
-12.7596,133.70387,321.9,2,,,
-12.76009,133.70789,307.1,2,,,
-12.76675,133.71518,299.6,2,,,
-12.83577,133.89188,297.4,2,,,
-12.68537,133.91444,309.1,2,,,
-12.69111,133.91353,301.7,2,,,
-13.12229,132.91461,303.1,2,,,
-11.37892,130.80331,302.7,2,,,
-11.38982,130.85065,298.1,2,,,
-11.38997,130.81619,304.4,2,,,
-11.39442,130.84993,300.1,2,,,
-11.39536,130.78629,300.8,2,,,
-11.40425,130.85332,299.8,2,,,
-13.01106,132.97267,317.8,2,,,
-11.42324,130.48036,297.3,2,,,
-11.42836,130.48427,298.3,2,,,
-11.42387,130.47379,300.2,2,,,
-11.42505,130.48283,297,2,,,
-11.42565,130.4874,300.2,2,,,
-11.37367,130.52002,309.2,2,,,
-11.38267,130.51874,298.5,2,,,
-11.38717,130.5181,307.2,2,,,
-11.39167,130.51744,304.5,2,,,
-11.39228,130.52196,297.1,2,,,
-11.39617,130.5168,323.1,2,,,
-11.39679,130.52133,297.8,2,,,
-13.01184,132.9738,312.7,2,,,
-11.41014,130.86232,297.5,2,,,
-11.42524,130.86993,296.1,2,,,
-13.59553,129.82744,305.5,2,,,
-13.59997,129.82681,312.4,2,,,
-13.76126,130.25583,295.8,2,,,
-13.76921,130.24513,301,2,,,
-13.84359,130.05975,299.3,2,,,
-13.84418,130.06436,307.7,2,,,
-13.84869,130.06367,302.7,2,,,
-13.81605,130.17616,302.1,2,,,
-13.81207,130.74297,295.2,2,,,
-14.02197,130.44302,302.4,2,,,
-14.02662,130.44238,307.3,2,,,
-14.16418,130.06265,304.2,2,,,
-14.37127,133.30553,298.2,2,,,
-14.60717,126.92757,330.1,2,,,
-14.61092,126.92702,329.3,2,,,
-14.61466,126.92646,311.3,2,,,
-14.73007,126.79007,312.9,2,,,
-14.73316,126.78509,303.1,2,,,
-14.73624,126.78003,297,2,,,
-14.64201,126.90358,297,2,,,
-14.64575,126.90299,311.6,2,,,
-14.65011,126.90683,315.4,2,,,
-13.77542,130.98709,296.1,2,,,
-14.63865,126.74609,296.8,2,,,
-15.1284,131.34819,312.8,2,,,
-15.13341,131.34741,340.5,2,,,
-15.13415,131.35342,299.3,2,,,
-15.13916,131.35265,327.7,2,,,
-15.13842,131.34662,318,2,,,
-15.14417,131.35188,299.6,2,,,
-15.1613,131.32545,312.2,2,,,
-15.16634,131.32492,299.1,2,,,
-15.1678,131.33672,295.3,2,,,
-15.17283,131.33614,295.4,2,,,
-15.14297,131.35199,309.2,2,,,
-15.16029,131.32541,307.8,2,,,
-15.16532,131.32486,305.9,2,,,
-15.1667,131.33669,295.4,2,,,
-15.18752,131.34027,302.9,2,,,
-15.19254,131.33952,303.4,2,,,
-15.19755,131.33879,305.5,2,,,
-15.20258,131.3382,299.1,2,,,
-15.20691,131.33167,295.4,2,,,
-15.3141,130.76538,303.7,2,,,
-15.31669,130.76286,309.2,2,,,
-15.32218,130.76758,299.5,2,,,
-15.32701,130.76689,305.5,2,,,
-15.33185,130.7662,296.6,2,,,
-15.33251,130.77165,301.4,2,,,
-15.33735,130.77097,307.6,2,,,
-15.34219,130.77031,301.8,2,,,
-15.24062,130.21117,295.5,2,,,
-16.08968,125.95653,300.9,2,,,
-15.49363,130.4996,295.5,2,,,
-14.15307,130.67256,334.4,2,,,
-14.15058,130.65262,318.7,2,,,
-14.14588,130.65344,318.3,2,,,
-16.03173,125.8932,303.8,2,,,
-14.15404,130.64185,340,2,,,
-15.12048,129.94661,309.9,2,,,
-14.143,130.66898,313.3,2,,,
-14.14835,130.67323,348.7,2,,,
-14.15468,130.64697,304.6,2,,,
-15.41107,130.53757,296.6,2,,,
-15.67229,130.49448,311,2,,,
-15.67647,130.48904,298.6,2,,,
-16.17139,126.01015,299.4,2,,,
-14.1383,130.66989,324.7,2,,,
-14.13704,130.65971,308.9,2,,,
-16.02026,125.86469,314.7,2,,,
-15.16518,130.00601,298.7,2,,,
-15.11596,129.94763,305.1,2,,,
-14.14057,130.6494,333.5,2,,,
-14.14117,130.65425,331.3,2,,,
-15.51821,130.58583,303.7,2,,,
-15.17385,129.9642,306.4,2,,,
-15.24194,130.23849,295.6,2,,,
-15.20208,129.93372,308.2,2,,,
-15.51659,130.61298,310.3,2,,,
-15.19834,129.93759,297,2,,,
-15.16579,130.0108,299.4,2,,,
-16.17202,126.01447,298.2,2,,,
-15.51983,130.55891,309.8,2,,,
-16.09329,125.95594,309.7,2,,,
-16.16839,126.01504,306.5,2,,,
-15.24066,130.22859,303.6,2,,,
-15.22648,130.26614,303.8,2,,,
-16.07646,126.02069,306.7,2,,,
-15.48873,130.53748,307,2,,,
-15.51595,130.60765,316,2,,,
-15.51531,130.60234,311.7,2,,,
-15.48862,130.54184,309.1,2,,,
-15.19473,129.94965,308.1,2,,,
-14.01984,129.80026,298.2,2,,,
-16.03955,125.89632,301.9,2,,,
-15.50467,130.43367,300.2,2,,,
-15.19106,129.95325,327.6,2,,,
-15.51696,130.57544,307.4,2,,,
-15.24121,130.21602,295.4,2,,,
-14.05663,129.80428,313,2,,,
-15.19496,129.94746,306.2,2,,,
-15.19046,129.94858,321.9,2,,,
-15.19021,129.95074,324.1,2,,,
-15.18652,129.95413,299,2,,,
-15.18965,129.94609,303.8,2,,,
-15.51759,130.58064,310.7,2,,,
-13.99727,129.96196,295.5,2,,,
-15.50118,130.4447,295.5,2,,,
-15.50056,130.4395,297.2,2,,,
-15.19077,129.95529,319.9,2,,,
-16.0757,125.83157,324.5,2,,,
-15.22796,130.26344,304,2,,,
-15.51791,130.54297,296.6,2,,,
-15.49644,130.44537,302.1,2,,,
-14.12224,130.65657,367,2,,,
-15.20243,129.89771,302.4,2,,,
-15.19839,130.34579,297.5,2,,,
-16.0769,125.84002,310.9,2,,,
-14.14531,130.64885,306.6,2,,,
-15.19784,129.89807,330.2,2,,,
-15.19926,129.90892,345.5,2,,,
-15.22986,130.25539,298.3,2,,,
-15.23388,130.24973,295.8,2,,,
-15.17373,129.99985,305.9,2,,,
-14.12117,130.65834,355.7,2,,,
-16.07222,126.01687,302.3,2,,,
-15.2022,129.93161,301.7,2,,,
-16.04017,125.90059,298.9,2,,,
-15.51919,130.55357,310.9,2,,,
-15.51855,130.54825,302.4,2,,,
-15.52205,130.53705,314.3,2,,,
-15.16982,129.96913,305.5,2,,,
-15.52269,130.5423,298.4,2,,,
-15.52112,130.56958,311.9,2,,,
-14.00516,130.61343,306.6,2,,,
-15.52048,130.56429,306.7,2,,,
-15.23201,130.25763,303.2,2,,,
-16.07211,125.83208,307.8,2,,,
-16.08184,125.95333,299.9,2,,,
-15.17435,130.00468,309.8,2,,,
-15.51244,130.61911,312.2,2,,,
-14.13797,130.62848,325.7,2,,,
-14.1323,130.66025,327.9,2,,,
-14.13544,130.60815,300.1,2,,,
-14.19443,129.83397,303.6,2,,,
-14.16515,130.69211,306.1,2,,,
-14.16858,130.68102,335,2,,,
-15.17042,129.97382,298.9,2,,,
-15.17846,129.96384,300.8,2,,,
-14.12045,130.6528,320.1,2,,,
-15.17497,129.97301,307.1,2,,,
-16.17147,126.01157,305.4,2,,,
-14.00045,130.61409,302.7,2,,,
-14.00419,130.61475,314.8,2,,,
-14.17706,130.01865,297.3,2,,,
-14.23447,130.03442,303.3,2,,,
-15.40629,130.53821,312.2,2,,,
-14.17981,130.00406,332.1,2,,,
-14.16449,130.68689,315,2,,,
-14.16318,130.67636,302.4,2,,,
-14.16383,130.68159,354.1,2,,,
-14.1804,130.0087,328.5,2,,,
-14.181,130.01335,300.7,2,,,
-15.21893,130.28162,296.4,2,,,
-14.1658,130.6973,335.6,2,,,
-14.16645,130.70244,335.8,2,,,
-16.09691,125.95535,327.3,2,,,
-15.2305,130.26041,302.7,2,,,
-14.15976,130.68753,311.9,2,,,
-14.16042,130.69284,308.2,2,,,
-14.13608,130.61327,307.8,2,,,
-15.19771,129.93279,325.4,2,,,
-16.07152,126.015,299.7,2,,,
-13.99699,130.62485,309.5,2,,,
-14.15845,130.67703,308.8,2,,,
-14.15437,130.68295,328.8,2,,,
-16.03595,125.89689,303.6,2,,,
-14.10348,130.39012,300.4,2,,,
-14.10287,130.38518,299.7,2,,,
-14.13961,130.68042,345,2,,,
-14.15571,130.69371,341.8,2,,,
-14.1564,130.69922,332.8,2,,,
-16.02386,125.86414,298.7,2,,,
-13.99228,130.62549,302.9,2,,,
-13.99073,130.62169,301.9,2,,,
-16.08052,125.86558,320.4,2,,,
-14.13675,130.61867,307.7,2,,,
-14.12655,130.66272,317.2,2,,,
-13.98602,130.62233,303.7,2,,,
-14.15101,130.6947,306,2,,,
-14.15372,130.67772,350.7,2,,,
-14.12585,130.65738,338.3,2,,,
-16.07932,125.85704,335.2,2,,,
-16.07871,125.85278,335,2,,,
-14.15503,130.68826,305.5,2,,,
-14.12515,130.65205,332.1,2,,,
-15.51015,130.64091,304.3,2,,,
-16.08231,125.85223,307.9,2,,,
-14.14562,130.69006,323.7,2,,,
-14.14898,130.67841,356,2,,,
-16.07585,126.01633,320,2,,,
-15.50966,130.62584,297.6,2,,,
-15.23954,130.24136,305.7,2,,,
-14.14494,130.68457,343.3,2,,,
-14.14965,130.68372,328.8,2,,,
-15.23833,130.23141,298.7,2,,,
-14.14428,130.67924,351.8,2,,,
-15.17104,129.97871,311.4,2,,,
-15.23773,130.22646,296.3,2,,,
-15.19759,129.93501,318.2,2,,,
-15.66751,130.49512,301.2,2,,,
-14.1591,130.68227,356,2,,,
-14.15032,130.68913,313.5,2,,,
-14.14364,130.6741,367,2,,,
-15.12107,129.95131,301.1,2,,,
-15.49429,130.50482,312.4,2,,,
-16.08545,125.95277,301.7,2,,,
-15.12566,129.95093,303.8,2,,,
-16.07992,125.86133,337.1,2,,,
-14.16108,130.69814,354.3,2,,,
-15.2413,130.23355,306.4,2,,,
-15.51165,130.64154,316.5,2,,,
-16.08113,125.86984,300.4,2,,,
-14.13896,130.67517,352.5,2,,,
-15.51404,130.59172,311.3,2,,,
-15.51231,130.64679,304,2,,,
-15.66691,130.49026,308.8,2,,,
-16.14001,126.02413,300.7,2,,,
-16.07631,125.83577,316.3,2,,,
-16.18479,126.00061,297.3,2,,,
-15.20712,130.33925,297.6,2,,,
-15.51371,130.62976,322.8,2,,,
-15.18305,129.96336,312.1,2,,,
-15.18708,129.95848,323.2,2,,,
-15.18251,129.95912,325.4,2,,,
-15.67704,130.49367,298.5,2,,,
-15.16977,130.00536,306,2,,,
-14.15528,130.65173,307.7,2,,,
-16.08372,126.01958,298.7,2,,,
-15.46938,130.73549,310.4,2,,,
-16.02752,125.88953,302.6,2,,,
-16.08111,125.84375,326.7,2,,,
-15.2394,130.21877,296.3,2,,,
-16.07751,125.84427,302.2,2,,,
-15.23547,130.24699,295.7,2,,,
-15.23727,130.23914,300.2,2,,,
-15.19801,129.90047,320.1,2,,,
-14.14025,130.68562,304.6,2,,,
-15.19931,129.91115,322.7,2,,,
-15.51078,130.64615,305.1,2,,,
-15.23893,130.23637,303.8,2,,,
-15.23791,130.24411,299.2,2,,,
-15.20384,129.90851,327.8,2,,,
-15.19868,129.90601,328.1,2,,,
-15.19674,129.89015,299.9,2,,,
-15.20388,129.91057,337.4,2,,,
-15.4938,130.50389,312.4,2,,,
-15.19734,129.89497,318.5,2,,,
-15.46877,130.73047,303.9,2,,,
-14.12693,130.65567,340.3,2,,,
-16.07811,125.84852,303.1,2,,,
-14.12759,130.66098,324.6,2,,,
-15.49794,130.49797,311.7,2,,,
-15.49856,130.50317,297.8,2,,,
-13.98132,130.62297,302.8,2,,,
-13.96057,130.61037,297.6,2,,,
-14.14266,130.62759,303.8,2,,,
-14.03932,130.43062,305.5,2,,,
-15.19716,129.89288,312.3,2,,,
-13.99544,130.62106,309.6,2,,,
-14.00015,130.62044,302,2,,,
-14.15337,130.63647,322.7,2,,,
-14.12291,130.66205,329,2,,,
-15.51468,130.59703,314.7,2,,,
-15.51434,130.63501,307.3,2,,,
-15.2026,129.90016,306.4,2,,,
-15.22242,130.27161,317.1,2,,,
-16.08009,126.02013,310.2,2,,,
-15.51308,130.62445,316.3,2,,,
-15.47363,130.73004,305.2,2,,,
-15.51497,130.64024,303.8,2,,,
-15.51341,130.58647,310.2,2,,,
-14.13167,130.65514,321.3,2,,,
-15.19857,129.9037,313.8,2,,,
-15.15781,130.02164,298,2,,,
-14.17331,130.68039,317.7,2,,,
-15.06573,130.60463,298.9,2,,,
-14.33327,130.68423,297.2,2,,,
-14.32027,130.69002,297.6,2,,,
-14.32439,130.6842,297.4,2,,,
-14.32977,130.68875,299.4,2,,,
-15.1459,130.42551,298.8,2,,,
-15.14651,130.43062,301.3,2,,,
-15.14713,130.43578,305.1,2,,,
-15.14693,130.39415,302.1,2,,,
-15.0746,130.59813,303.3,2,,,
-15.07938,130.59752,299.1,2,,,
-14.17938,130.69026,325.8,2,,,
-14.18004,130.69547,340.4,2,,,
-14.18069,130.70061,330.5,2,,,
-14.18134,130.70576,341.2,2,,,
-14.17805,130.67969,301.2,2,,,
-14.17872,130.68501,317.7,2,,,
-14.65153,130.66783,317.2,2,,,
-14.65091,130.6627,297.5,2,,,
-14.65028,130.65744,298,2,,,
-14.61125,130.65379,302.5,2,,,
-14.61059,130.64864,299.8,2,,,
-14.60584,130.64929,312.7,2,,,
-14.60109,130.64995,312.6,2,,,
-14.60045,130.64485,295.8,2,,,
-14.18345,130.68434,310,2,,,
-14.64618,130.66356,298.2,2,,,
-15.08005,130.60281,305.5,2,,,
-15.06516,130.60385,301.4,2,,,
-14.65862,130.6835,314.7,2,,,
-14.66338,130.68271,304.5,2,,,
-14.65818,130.68266,317.3,2,,,
-14.66293,130.68187,299,2,,,
-14.66834,130.68648,296.6,2,,,
-15.16341,131.26521,301.7,2,,,
-15.16398,131.26535,301.2,2,,,
-14.64554,130.65829,299.9,2,,,
-14.65187,130.66866,318.3,2,,,
-14.65122,130.66356,297,2,,,
-14.64986,130.65305,299.7,2,,,
-14.64648,130.6644,296.9,2,,,
-14.64581,130.65915,296.9,2,,,
-14.64513,130.6539,302.7,2,,,
-15.38711,130.77515,301.5,2,,,
-15.14531,130.43213,304,2,,,
-15.14596,130,303.4,2,,,
-15.14546,130.39572,303.8,2,,,
-15.14741,130.41093,298.5,2,,,
-15.14806,130.41608,300.6,2,,,
-14.61598,130.65302,325.9,2,,,
-15.23236,131.20241,297.7,2,,,
-15.23304,131.20828,297.2,2,,,
-14.21709,130.72096,302.2,2,,,
-14.21773,130.72624,334.6,2,,,
-14.21789,130.72722,311.3,2,,,
-14.21722,130.72197,325.3,2,,,
-14.21246,130.72253,319.8,2,,,
-14.20772,130.7233,320.9,2,,,
-14.20233,130.71892,299.3,2,,,
-14.20299,130.72411,337.8,2,,,
-14.19826,130.7249,316.2,2,,,
-14.1976,130.71973,312.4,2,,,
-14.19219,130.71519,304.1,2,,,
-14.19285,130.72043,328.9,2,,,
-14.1881,130.72104,309.9,2,,,
-14.18744,130.71581,300.8,2,,,
-14.18677,130.71054,325.4,2,,,
-14.18266,130.71626,301.7,2,,,
-14.182,130.711,356.5,2,,,
-14.17724,130.71155,302.2,2,,,
-14.17658,130.7063,342,2,,,
-15.23734,131.20175,305,2,,,
-15.25091,131.18806,303.1,2,,,
-15.25158,131.19373,296.5,2,,,
-15.09855,130.59918,339.2,2,,,
-14.22198,130.72141,300.7,2,,,
-15.09315,130.59462,297.8,2,,,
-15.34769,130.77505,303.3,2,,,
-15.35254,130.77443,317.1,2,,,
-15.27377,131.16765,312.4,2,,,
-15.38226,130.77579,307.3,2,,,
-14.22266,130.7267,310.6,2,,,
-14.22743,130.72618,306,2,,,
-14.22249,130.72569,318.1,2,,,
-14.22726,130.72516,307.5,2,,,
-16.29002,136.91492,302.1,2,,,
-15.07949,130.60199,312.2,2,,,
-15.08903,130.60071,313.6,2,,,
-15.0938,130.60002,340.2,2,,,
-15.15243,131.21358,307.5,2,,,
-15.15741,131.21291,307.1,2,,,
-15.14728,131.21414,307.6,2,,,
-15.15224,131.21333,308.4,2,,,
-15.15722,131.21265,306.7,2,,,
-15.16291,131.21805,295.5,2,,,
-15.1679,131.21741,295.8,2,,,
-15.17288,131.21675,301.5,2,,,
-14.75292,130.70268,296.3,2,,,
-14.74814,130.70329,300.5,2,,,
-14.74335,130.7039,306,2,,,
-14.73857,130.70451,302.4,2,,,
-14.73377,130.70505,308.4,2,,,
-15.1273,130.51843,317.9,2,,,
-15.12666,130.51324,321.3,2,,,
-15.12452,130.53484,315.8,2,,,
-15.13248,131.17509,303.1,2,,,
-15.1232,130.52426,315,2,,,
-15.12256,130.51907,316.6,2,,,
-15.12385,130.5295,321.1,2,,,
-15.12104,130.54575,296.2,2,,,
-15.11975,130.53531,295.9,2,,,
-15.11826,130.56235,297,2,,,
-15.11412,130.56801,310.3,2,,,
-15.1113,130.58447,307.5,2,,,
-15.11063,130.57901,304.5,2,,,
-15.13537,131.19835,297.4,2,,,
-15.15016,131.15517,296.3,2,,,
-15.13258,131.17477,302.2,2,,,
-15.15039,131.15479,295.5,2,,,
-15.15466,131.14835,300.7,2,,,
-15.04646,130.60574,308.2,2,,,
-15.05131,130.60571,302.9,2,,,
-15.05614,130.60555,300,2,,,
-15.06094,130.60516,298.2,2,,,
-15.05556,130.60466,302.4,2,,,
-15.43145,130.54553,313.2,2,,,
-15.15535,131.15416,306.8,2,,,
-14.27679,130.73445,312.7,2,,,
-15.22695,131.20367,299.6,2,,,
-15.23193,131.20302,306.9,2,,,
-15.23691,131.20235,312.8,2,,,
-15.25039,131.18872,302.8,2,,,
-15.14938,130.41452,296.8,2,,,
-15.15,130.41968,299.2,2,,,
-14.33801,130.68355,297.4,2,,,
-14.34276,130.68289,301.2,2,,,
-15.26482,131.09239,303.8,2,,,
-15.06037,130.60435,302,2,,,
-14.76586,130.68929,300.5,2,,,
-14.76594,130.69041,297.1,2,,,
-14.33452,130.68806,295.1,2,,,
-15.14363,130.44672,302.4,2,,,
-15.26552,131.09828,313.8,2,,,
-15.26904,131.08574,320.2,2,,,
-15.14661,130.4424,296.2,2,,,
-14.76169,130.69501,296,2,,,
-14.34338,130.68155,299.4,2,,,
-15.41894,130.754,307.8,2,,,
-15.41739,130.75317,306.9,2,,,
-15.42222,130.75243,309.2,2,,,
-15.42708,130.75191,308.1,2,,,
-15.43264,130.75723,299.5,2,,,
-15.14189,130.44304,297.6,2,,,
-15.1391,130.45895,303.7,2,,,
-15.13437,130.45959,297.4,2,,,
-14.34813,130.68089,299.4,2,,,
-14.63542,130.65465,310.5,2,,,
-15.4308,130.54027,299.5,2,,,
-15.17208,130.36488,296.5,2,,,
-15.42667,130.54619,312.6,2,,,
-15.18023,130.35344,297.3,2,,,
-15.18492,130.35272,296.1,2,,,
-15.43196,130.75156,310,2,,,
-15.43685,130.7513,314.9,2,,,
-15.26412,131.08659,306.8,2,,,
-14.63565,130.65549,309,2,,,
-15.07471,130.60263,298.3,2,,,
-14.63086,130.65587,312.3,2,,,
-15.36223,130.77312,300,2,,,
-15.36707,130.77248,303.8,2,,,
-14.17346,130.64345,303.8,2,,,
-14.17529,130.69601,315.4,2,,,
-14.17463,130.69086,317.2,2,,,
-14.17398,130.68565,311.1,2,,,
-15.44168,130.75047,309.4,2,,,
-15.4465,130.74965,306.1,2,,,
-15.45064,130.74321,309.9,2,,,
-14.62674,130.66156,315,2,,,
-14.6261,130.65648,339.1,2,,,
-14.62071,130.65213,310,2,,,
-14.62136,130.65723,347.4,2,,,
-15.24592,131.32013,296.4,2,,,
-15.37192,130.77184,312.5,2,,,
-15.37676,130.77115,299.7,2,,,
-15.39613,130.76843,306.1,2,,,
-15.40098,130.76781,308.7,2,,,
-15.40518,130.76199,298.9,2,,,
-15.40583,130.76721,310.4,2,,,
-15.40931,130.75565,302.8,2,,,
-15.41002,130.76129,308.9,2,,,
-15.41413,130.75485,310.3,2,,,
-15.39512,130.77309,300.5,2,,,
-15.39871,130.76173,301,2,,,
-15.4042,130.76648,316.2,2,,,
-15.40841,130.76048,310.6,2,,,
-15.40904,130.76584,298.6,2,,,
-15.41325,130.75972,302.5,2,,,
-15.26343,131.0808,310.3,2,,,
-14.17593,130.70114,340.9,2,,,
-14.17053,130.69658,305.6,2,,,
-14.16989,130.69144,304.3,2,,,
-14.16924,130.68628,316.7,2,,,
-14.17117,130.70164,348.2,2,,,
-15.26275,131.07507,305.1,2,,,
-15.26127,131.10487,306.1,2,,,
-15.22629,131.28127,295.2,2,,,
-14.3109,130.69814,308.5,2,,,
-14.31563,130.69737,296.8,2,,,
-15.26057,131.09898,303,2,,,
-14.67311,130.68585,314.9,2,,,
-14.67789,130.68527,304.6,2,,,
-14.68331,130.68991,295.6,2,,,
-14.68874,130.6946,305.1,2,,,
-14.69354,130.69415,296.9,2,,,
-15.2563,131.10535,319.3,2,,,
-15.25135,131.106,312.9,2,,,
-15.24642,131.10677,310.3,2,,,
-15.25025,131.10686,316.5,2,,,
-15.24531,131.10762,309.8,2,,,
-15.14872,130.42122,300.8,2,,,
-15.1495,130.38989,298.7,2,,,
-15.45481,130.73703,304.5,2,,,
-15.45551,130.74278,296.2,2,,,
-15.4219,130.54684,300,2,,,
-14.31969,130.69135,297.1,2,,,
-14.32377,130.6855,299.4,2,,,
-14.32852,130.68489,301.5,2,,,
-15.1529,130.37904,295.3,2,,,
-15.45903,130.73126,296.8,2,,,
-15.45972,130.73695,313.3,2,,,
-15.4639,130.7309,298.2,2,,,
-15.46458,130.73645,318.7,2,,,
-15.14283,130.39986,301.1,2,,,
-15.14405,130.41006,298,2,,,
-15.14467,130.41525,296.7,2,,,
-15.22128,131.32396,296.7,2,,,
-14.72897,130.70557,310.6,2,,,
-14.72418,130.70612,305.5,2,,,
-14.7194,130.70674,297.7,2,,,
-14.71876,130.70168,311.9,2,,,
-14.71399,130.70236,301.4,2,,,
-15.21194,131.33115,295.4,2,,,
-14.75754,130.7009,303.2,2,,,
-14.75276,130.70158,298.3,2,,,
-14.74798,130.70222,295.1,2,,,
-15.441,130.54422,299.1,2,,,
-15.44035,130.53899,317.9,2,,,
-14.76181,130.69612,296.7,2,,,
-14.7577,130.70198,304.7,2,,,
-15.43558,130.53963,299.3,2,,,
-15.14178,131.20929,295.1,2,,,
-15.14747,131.21436,307.2,2,,,
-19.44998,133.85544,295.1,2,,,
-19.45217,133.85329,296.2,2,,,
-16.65384,123.56584,322.5,2,,,
-16.6572,123.56531,310.4,2,,,
-16.66056,123.56482,330.1,2,,,
-16.66,123.56114,317.5,2,,,
-16.66112,123.56847,310.2,2,,,
-20.81843,115.38603,310,2,,,
-20.80987,119.41461,311.7,2,,,
-20.80848,119.42731,324.5,2,,,
-20.60776,116.75773,313.7,2,,,
-20.79607,119.41727,310.1,2,,,
-20.59504,116.77693,306.3,2,,,
-21.69736,115.00053,303.1,2,,,
-20.80985,119.43531,321,2,,,
-21.19518,120.08244,331.6,2,,,
-21.19455,120.07859,367,2,,,
-21.19391,120.07475,346.8,2,,,
-21.19307,120.09074,301.1,2,,,
-21.19244,120.0869,332.2,2,,,
-21.27112,120.17944,309.1,2,,,
-21.20109,120.09715,308.4,2,,,
-21.78796,119.19337,301.9,2,,,
-21.25492,120.18642,312.8,2,,,
-21.19919,120.08564,343.2,2,,,
-21.69768,114.99381,315.7,2,,,
-21.20045,120.09332,315.5,2,,,
-21.19708,120.09395,350.4,2,,,
-21.19855,120.0818,344.2,2,,,
-21.20172,120.10098,298.4,2,,,
-21.69652,114.99621,313,2,,,
-21.19645,120.09012,354.6,2,,,
-21.19581,120.08627,350.9,2,,,
-21.19982,120.08948,298.5,2,,,
-21.26625,120.12905,317.1,2,,,
-21.26962,120.12841,343.5,2,,,
-21.78451,119.19403,319.1,2,,,
-22.26758,124.89591,299.7,2,,,
-22.27126,124.89534,300.7,2,,,
-24.00183,131.55675,299.1,2,,,
-23.34456,119.71082,299.5,2,,,
-30.86684,121.48938,295.7,2,,,
-30.86397,121.49448,312.9,2,,,
-30.86744,121.49382,305.5,2,,,
-31.13149,115.82088,295.1,2,,,
-33.62663,122.84386,295.5,2,,,
-33.11818,116.99474,305,2,,,
-32.47346,115.93174,336.4,2,,,
-33.42084,117.19392,297.4,2,,,
-32.18171,116.02666,297.3,2,,,
-30.84844,116.02128,297.9,2,,,
-33.42419,117.19311,307.4,2,,,
-31.08784,115.67416,296.2,2,,,
-31.08346,115.67039,295.3,2,,,
-32.14469,115.80012,295.1,2,,,
-32.92072,116.11781,296.6,2,,,
-33.73635,117.42949,301.6,2,,,
-33.42496,117.19416,311.2,2,,,
-41.67352,147.20927,328.6,3,,,
-37.0036,148.88052,345.4,3,,,
-37.00312,148.87895,345.8,3,,,
-37.11451,149.86995,336.3,3,,,
-36.45526,149.41602,326.4,3,,,
-36.35101,149.51207,337.6,3,,,
-35.65899,149.55426,345.7,3,,,
-32.75227,149.03537,334.3,3,,,
-35.78666,148.80623,337.5,3,,,
-32.81094,149.36253,330.9,3,,,
-32.16449,152.35515,335,3,,,
-33.22491,147.14348,352.5,3,,,
-33.22263,147.1338,331,3,,,
-33.11323,151.20244,340.6,3,,,
-33.11394,151.19818,348.6,3,,,
-34.39601,150.52133,367,3,,,
-34.39534,150.52556,332.7,3,,,
-34.40132,150.46574,344.2,3,,,
-34.40198,150.46155,327.2,3,,,
-33.59647,150.62029,329.1,3,,,
-34.62711,150.36301,329.1,3,,,
-33.59246,150.62372,340.4,3,,,
-33.59314,150.61949,353.8,3,,,
